level,placement_id,source_id,semantic_name,semantic_family,runtime_family,variant_key,cell_x,cell_y,offset_x,offset_y,world_x,world_y,native_w,native_h,anchor_mode,collision_profile,role
west_gate_works,motor_wall_long_b,120,wall_rack_long_b,industrial_wall_module,meridian_civic_industrial_module,wall_rack_long_b,18,21,0,0,-432,-80,75,64,floor_contact,authored_solid_rect,architectural_module
west_gate_works,motor_channel_long,121,service_channel_long,industrial_wall_module,meridian_civic_industrial_module,service_channel_long,18,27,0,0,-432,112,113,49,floor_contact,authored_solid_rect,architectural_module
west_gate_works,motor_rack_e,128,rack_low_e,industrial_wall_module,meridian_civic_industrial_module,rack_low_e,14,18,0,0,-560,-176,59,58,floor_contact,authored_solid_rect,architectural_module
west_gate_works,motor_rack_double,129,rack_double,industrial_wall_module,meridian_civic_industrial_module,rack_double,14,28,0,0,-560,144,82,62,floor_contact,authored_solid_rect,architectural_module
west_gate_works,motor_wall_damaged,132,wall_rack_damaged,industrial_wall_module,meridian_civic_industrial_module,wall_rack_damaged,18,30,0,0,-432,208,82,66,floor_contact,authored_solid_rect,architectural_module
west_gate_works,motor_barrels,193,barrels_yellow_pair,barrel_pair,meridian_civic_container,barrels_yellow_pair,10,29,0,0,-688,176,59,62,floor_contact,optional_small_rect,physical_prop
west_gate_works,motor_canisters,195,canisters_dark_pair,canister_pair,meridian_civic_container,canisters_dark_pair,13,29,0,0,-592,176,35,66,floor_contact,optional_small_rect,physical_prop
west_gate_works,motor_gas,197,gas_cylinder_tall,gas_cylinder,meridian_civic_container,gas_cylinder_tall,16,29,0,0,-496,176,28,71,floor_contact,optional_small_rect,physical_prop
west_gate_works,motor_beacon,101,tripod_warning_beacon,tripod_beacon,meridian_civic_worksite,tripod_warning_beacon,19,29,0,0,-400,176,42,89,floor_contact,none,physical_prop
west_gate_works,archive_directory,45,directory_board,information_terminal,meridian_civic_terminal,directory_board,16,6,0,0,-496,-560,58,76,floor_contact,authored_solid_small_rect,physical_prop
west_gate_works,archive_terminal_cabinet,54,cabinet_terminal_tall,utility_cabinet,meridian_civic_utility,cabinet_terminal_tall,20,6,0,0,-368,-560,51,74,floor_contact,authored_solid_rect,physical_prop
west_gate_works,archive_long_crate,202,cargo_crate_long,long_cargo_crate,meridian_civic_crate,cargo_crate_long,24,6,0,0,-240,-560,88,57,floor_contact,authored_solid_rect,physical_prop
west_gate_works,archive_sign,36,vertical_full_frame_a,sign_frame,meridian_civic_signage,vertical_full_frame_a,28,6,0,0,-112,-560,52,76,floor_contact,optional_post,physical_prop
west_gate_works,archive_lamp,25,amber_globe_column_b,amber_lamppost,meridian_civic_lighting,amber_globe_column_b,15,10,0,0,-528,-432,23,63,floor_contact,authored_solid_post_12,physical_prop
west_gate_works,closure_rubble_conduit,198,rubble_conduit_small,rubble_conduit,meridian_civic_debris,rubble_conduit_small,22,39,0,0,-304,496,83,64,floor_contact,optional_authored_solid,debris
west_gate_works,closure_slab_rubble,199,slab_rubble_large,slab_rubble,meridian_civic_debris,slab_rubble_large,27,39,0,0,-144,496,87,61,floor_contact,optional_authored_solid,debris
west_gate_works,closure_timber_rubble,200,timber_rubble_large,timber_rubble,meridian_civic_debris,timber_rubble_large,32,39,0,0,16,496,77,61,floor_contact,optional_authored_solid,debris
west_gate_works,closure_masonry_barrier,204,masonry_barrier_low,low_masonry_barrier,meridian_civic_debris,masonry_barrier_low,38,39,0,0,208,496,106,56,floor_contact,authored_solid_line,architectural_module
west_gate_works,closure_stacked_timber,210,stacked_timber_beams,stacked_timber,meridian_civic_debris,stacked_timber_beams,44,39,0,0,400,496,91,74,floor_contact,optional_authored_solid,debris
west_gate_works,closure_large_grate,143,large_square_grate,large_grate,meridian_civic_floor_hardware,large_square_grate,22,34,0,0,-304,336,67,58,floor_center,none,floor_overlay
west_gate_works,closure_framed_grate,144,framed_square_grate,large_grate,meridian_civic_floor_hardware,framed_square_grate,27,34,0,0,-144,336,67,67,floor_center,none,floor_overlay
west_gate_works,closure_vertical_grate,148,vertical_floor_grate,large_grate,meridian_civic_floor_hardware,vertical_floor_grate,32,34,0,0,16,336,57,76,floor_center,none,floor_overlay
west_gate_works,closure_recessed_hatch,140,recessed_square_hatch,recessed_hatch,meridian_civic_floor_hardware,recessed_square_hatch,37,34,0,0,176,336,50,65,floor_center,authored_topology_required,floor_overlay
station_ix,intake_cabinet_a,49,cabinet_tall_closed,utility_cabinet,meridian_civic_utility,cabinet_tall_closed,25,45,0,0,-208,560,49,68,floor_contact,authored_solid_rect,physical_prop
station_ix,intake_cabinet_b,50,cabinet_tall_lit,utility_cabinet,meridian_civic_utility,cabinet_tall_lit,28,45,0,0,-112,560,53,71,floor_contact,authored_solid_rect,physical_prop
station_ix,intake_terminal_cabinet,54,cabinet_terminal_tall,utility_cabinet,meridian_civic_utility,cabinet_terminal_tall,35,45,0,0,112,560,51,74,floor_contact,authored_solid_rect,physical_prop
station_ix,intake_cabinet_c,55,cabinet_tall_b,utility_cabinet,meridian_civic_utility,cabinet_tall_b,38,45,0,0,208,560,47,68,floor_contact,authored_solid_rect,physical_prop
station_ix,intake_directory,45,directory_board,information_terminal,meridian_civic_terminal,directory_board,24,50,0,0,-240,720,58,76,floor_contact,authored_solid_small_rect,physical_prop
station_ix,intake_bench,65,bench_wood_short,bench,meridian_civic_bench,bench_wood_short,31,51,0,0,-16,752,86,59,floor_contact,authored_solid_rect,physical_prop
station_ix,intake_bin,70,waste_bin_square,waste_bin,meridian_civic_waste,waste_bin_square,38,51,0,0,208,752,41,65,floor_contact,optional_small_rect,physical_prop
station_ix,intake_lamp_w,17,lantern_standard_a,civic_lamppost,meridian_civic_lighting,lantern_standard_a,26,52,0,0,-176,784,25,79,floor_contact,authored_solid_post_12,physical_prop
station_ix,intake_lamp_e,18,lantern_standard_amber,civic_lamppost,meridian_civic_lighting,lantern_standard_amber,37,52,0,0,176,784,25,79,floor_contact,authored_solid_post_12,physical_prop
station_ix,intake_sign,36,vertical_full_frame_a,sign_frame,meridian_civic_signage,vertical_full_frame_a,32,44,0,0,16,528,52,76,floor_contact,optional_post,physical_prop
station_ix,intake_camera_w,61,camera_dual_lens,security_camera,meridian_civic_security,camera_dual_lens,25,44,0,-12,-208,516,54,62,wall_mount,none,wall_mounted_prop
station_ix,intake_camera_e,64,camera_compact,security_camera,meridian_civic_security,camera_compact,38,44,0,-12,208,516,40,51,wall_mount,none,wall_mounted_prop
station_ix,intake_hatch_a,94,service_plate_plain_a,access_hatch,meridian_civic_floor_hardware,service_plate_plain_a,29,49,0,0,-80,688,69,60,floor_center,none,floor_overlay
station_ix,intake_hatch_b,95,service_plate_plain_b,access_hatch,meridian_civic_floor_hardware,service_plate_plain_b,34,49,0,0,80,688,64,57,floor_center,none,floor_overlay
station_ix,west_terminal_a,46,service_kiosk,information_terminal,meridian_civic_terminal,service_kiosk,10,34,0,0,-688,208,58,74,floor_contact,authored_solid_small_rect,physical_prop
station_ix,west_terminal_b,47,callbox_pillar,information_terminal,meridian_civic_terminal,callbox_pillar,24,34,0,0,-240,208,37,73,floor_contact,authored_solid_small_rect,physical_prop
station_ix,west_box_a,53,box_compact,utility_cabinet,meridian_civic_utility,box_compact,11,40,0,0,-656,400,48,62,floor_contact,authored_solid_rect,physical_prop
station_ix,west_box_b,56,box_multiport,utility_cabinet,meridian_civic_utility,box_multiport,24,40,0,0,-240,400,59,75,floor_contact,authored_solid_rect,physical_prop
station_ix,west_bench,66,bench_wood_medium,bench,meridian_civic_bench,bench_wood_medium,17,41,0,0,-464,432,110,59,floor_contact,authored_solid_rect,physical_prop
station_ix,west_crate_a,186,crate_gray_large,cargo_crate,meridian_civic_crate,crate_gray_large,10,41,0,0,-688,432,77,68,floor_contact,authored_solid_rect,physical_prop
station_ix,west_crate_b,188,crate_blue_tall,cargo_crate,meridian_civic_crate,crate_blue_tall,25,41,0,0,-208,432,56,68,floor_contact,authored_solid_rect,physical_prop
station_ix,west_waste,192,waste_receptacle_tall,waste_receptacle,meridian_civic_waste,waste_receptacle_tall,13,35,0,0,-592,240,38,66,floor_contact,optional_small_rect,physical_prop
station_ix,west_camera_a,62,camera_wall_large,security_camera,meridian_civic_security,camera_wall_large,9,32,0,-12,-720,132,51,85,wall_mount,none,wall_mounted_prop
station_ix,west_camera_b,63,camera_angled,security_camera,meridian_civic_security,camera_angled,26,32,0,-12,-176,132,54,78,wall_mount,none,wall_mounted_prop
station_ix,west_plate_a,130,floor_plate_medium,floor_plate,meridian_civic_floor_hardware,floor_plate_medium,16,36,0,0,-496,272,60,63,floor_center,none,floor_overlay
station_ix,west_plate_b,136,junction_floor_plate,floor_plate,meridian_civic_floor_hardware,junction_floor_plate,21,36,0,0,-336,272,74,63,floor_center,none,floor_overlay
station_ix,sync_rack_a,128,rack_low_e,industrial_wall_module,meridian_civic_industrial_module,rack_low_e,23,26,0,0,-272,-48,59,58,floor_contact,authored_solid_rect,architectural_module
station_ix,sync_rack_b,129,rack_double,industrial_wall_module,meridian_civic_industrial_module,rack_double,39,26,0,0,240,-48,82,62,floor_contact,authored_solid_rect,architectural_module
station_ix,sync_rack_damaged,132,wall_rack_damaged,industrial_wall_module,meridian_civic_industrial_module,wall_rack_damaged,23,37,0,0,-272,304,82,66,floor_contact,authored_solid_rect,architectural_module
station_ix,sync_wall_braced,118,wall_rack_braced,industrial_wall_module,meridian_civic_industrial_module,wall_rack_braced,39,37,0,0,240,304,100,76,floor_contact,authored_solid_rect,architectural_module
station_ix,sync_wall_long,119,wall_rack_long_a,industrial_wall_module,meridian_civic_industrial_module,wall_rack_long_a,24,29,0,0,-240,48,80,62,floor_contact,authored_solid_rect,architectural_module
station_ix,sync_channel_long,121,service_channel_long,industrial_wall_module,meridian_civic_industrial_module,service_channel_long,38,29,0,0,208,48,113,49,floor_contact,authored_solid_rect,architectural_module
station_ix,sync_hazard_ring,123,floor_plate_hazard_ring,floor_plate,meridian_civic_floor_hardware,floor_plate_hazard_ring,26,33,0,0,-176,176,70,66,floor_center,none,floor_overlay
station_ix,sync_hazard_arrow,133,floor_plate_hazard_arrow,floor_plate,meridian_civic_floor_hardware,floor_plate_hazard_arrow,30,33,0,0,-48,176,76,56,floor_center,none,floor_overlay
station_ix,sync_hazard_stripe,134,floor_plate_hazard_stripe,floor_plate,meridian_civic_floor_hardware,floor_plate_hazard_stripe,34,33,0,0,80,176,74,56,floor_center,none,floor_overlay
station_ix,sync_port_plate,137,circular_port_plate,floor_plate,meridian_civic_floor_hardware,circular_port_plate,38,33,0,0,208,176,63,59,floor_center,none,floor_overlay
station_ix,sync_service_cover,139,slatted_service_cover,floor_plate,meridian_civic_floor_hardware,slatted_service_cover,32,28,0,0,16,16,63,69,floor_center,none,floor_overlay
station_ix,sync_vent,150,vent_intake_housing,vent_housing,meridian_civic_industrial_module,vent_intake_housing,24,35,0,0,-240,240,84,73,floor_contact,authored_solid_rect,architectural_module
station_ix,sync_fan,151,fan_grille_housing,fan_housing,meridian_civic_floor_hardware,fan_grille_housing,40,35,0,0,272,240,86,66,floor_center,optional_rect,floor_overlay
station_ix,sync_barrels,193,barrels_yellow_pair,barrel_pair,meridian_civic_container,barrels_yellow_pair,23,38,0,0,-272,336,59,62,floor_contact,optional_small_rect,physical_prop
station_ix,sync_barrel,194,barrel_gray,barrel,meridian_civic_container,barrel_gray,26,38,0,0,-176,336,33,54,floor_contact,optional_small_rect,physical_prop
station_ix,sync_canisters,195,canisters_dark_pair,canister_pair,meridian_civic_container,canisters_dark_pair,29,38,0,0,-80,336,35,66,floor_contact,optional_small_rect,physical_prop
station_ix,sync_hazard_canister,196,canister_hazard_orange,hazard_canister,meridian_civic_container,canister_hazard_orange,36,38,0,0,144,336,24,57,floor_contact,optional_small_rect,physical_prop
station_ix,sync_gas,197,gas_cylinder_tall,gas_cylinder,meridian_civic_container,gas_cylinder_tall,39,38,0,0,240,336,28,71,floor_contact,optional_small_rect,physical_prop
station_ix,sync_work_light_w,87,tripod_work_light_tall,tripod_work_light,meridian_civic_worksite,tripod_work_light_tall,24,31,0,0,-240,112,54,152,floor_contact,optional_post,physical_prop
station_ix,sync_work_light_e,87,tripod_work_light_tall,tripod_work_light,meridian_civic_worksite,tripod_work_light_tall,40,31,0,0,272,112,54,152,floor_contact,optional_post,physical_prop
station_ix,east_cabinet_a,50,cabinet_tall_lit,utility_cabinet,meridian_civic_utility,cabinet_tall_lit,42,31,0,0,336,112,53,71,floor_contact,authored_solid_rect,physical_prop
station_ix,east_cabinet_b,55,cabinet_tall_b,utility_cabinet,meridian_civic_utility,cabinet_tall_b,53,31,0,0,688,112,47,68,floor_contact,authored_solid_rect,physical_prop
station_ix,east_terminal,45,directory_board,information_terminal,meridian_civic_terminal,directory_board,47,32,0,0,496,144,58,76,floor_contact,authored_solid_small_rect,physical_prop
station_ix,east_bench,68,bench_metal_low,bench,meridian_civic_bench,bench_metal_low,47,39,0,0,496,368,129,47,floor_contact,authored_solid_rect,physical_prop
station_ix,east_crate_a,187,crate_gray_latched,cargo_crate,meridian_civic_crate,crate_gray_latched,42,39,0,0,336,368,70,62,floor_contact,authored_solid_rect,physical_prop
station_ix,east_crate_b,189,crate_gray_medium,cargo_crate,meridian_civic_crate,crate_gray_medium,53,39,0,0,688,368,66,65,floor_contact,authored_solid_rect,physical_prop
station_ix,east_gas,197,gas_cylinder_tall,gas_cylinder,meridian_civic_container,gas_cylinder_tall,52,36,0,0,656,272,28,71,floor_contact,optional_small_rect,physical_prop
station_ix,east_bin,69,waste_bin_round,waste_bin,meridian_civic_waste,waste_bin_round,43,36,0,0,368,272,36,57,floor_contact,optional_small_rect,physical_prop
station_ix,answer_pier_nw,1,square_civic_pier_base,structural_pier,meridian_civic_structure,square_civic_pier_base,16,4,0,0,-496,-752,43,57,floor_contact,authored_solid_small_rect,architectural_module
station_ix,answer_pier_ne,5,square_pier_tall,structural_pier,meridian_civic_structure,square_pier_tall,47,4,0,0,496,-752,32,66,floor_contact,authored_solid_small_rect,architectural_module
station_ix,answer_rail_w,3,ornate_three_post_railing,ornamental_railing,meridian_civic_structure,ornate_three_post_railing,18,6,0,0,-432,-688,62,57,floor_contact,authored_solid_line,architectural_module
station_ix,answer_rail_e,10,ornate_railing_wide,ornamental_railing,meridian_civic_structure,ornate_railing_wide,45,6,0,0,432,-688,64,68,floor_contact,authored_solid_line,architectural_module
station_ix,answer_banner_w,40,blank_hanging_standard,banner_standard,meridian_civic_signage,blank_hanging_standard,17,8,0,0,-464,-624,50,84,floor_contact,optional_post,physical_prop
station_ix,answer_banner_e,42,diamond_banner_light,banner_standard,meridian_civic_signage,diamond_banner_light,46,8,0,0,464,-624,62,82,floor_contact,optional_post,physical_prop
station_ix,answer_lamp_w,17,lantern_standard_a,civic_lamppost,meridian_civic_lighting,lantern_standard_a,18,27,0,0,-432,-16,25,79,floor_contact,authored_solid_post_12,physical_prop
station_ix,answer_lamp_e,19,lantern_hooded,civic_lamppost,meridian_civic_lighting,lantern_hooded,46,27,0,0,464,-16,25,78,floor_contact,authored_solid_post_12,physical_prop
station_ix,answer_terminal,45,directory_board,information_terminal,meridian_civic_terminal,directory_board,32,27,0,0,16,-16,58,76,floor_contact,authored_solid_small_rect,physical_prop
station_ix,answer_plate_w,122,floor_plate_ribbed_large,floor_plate,meridian_civic_floor_hardware,floor_plate_ribbed_large,26,18,0,0,-176,-304,72,69,floor_center,none,floor_overlay
station_ix,answer_plate_e,126,floor_plate_ribbed_wide,floor_plate,meridian_civic_floor_hardware,floor_plate_ribbed_wide,38,18,0,0,208,-304,85,70,floor_center,none,floor_overlay
station_ix,answer_port_plate,137,circular_port_plate,floor_plate,meridian_civic_floor_hardware,circular_port_plate,32,13,0,0,16,-464,63,59,floor_center,none,floor_overlay
station_ix,threshold_masonry_block,203,masonry_block_large,masonry_block,meridian_civic_debris,masonry_block_large,16,29,0,0,-496,48,49,52,floor_contact,optional_authored_solid,debris
station_ix,threshold_rubble_a,206,rubble_pile_a,rubble_pile,meridian_civic_debris,rubble_pile_a,20,29,0,0,-368,48,95,66,floor_contact,optional_authored_solid,debris
station_ix,threshold_rubble_b,207,rubble_pile_b,rubble_pile,meridian_civic_debris,rubble_pile_b,44,29,0,0,400,48,78,57,floor_contact,optional_authored_solid,debris
station_ix,threshold_small_block_a,208,masonry_block_small_a,small_masonry_block,meridian_civic_debris,masonry_block_small_a,47,29,0,0,496,48,50,51,floor_contact,none,debris
station_ix,threshold_small_block_b,209,masonry_block_small_b,small_masonry_block,meridian_civic_debris,masonry_block_small_b,48,29,0,0,528,48,50,62,floor_contact,none,debris
station_ix,threshold_standing_a,214,standing_masonry_a,standing_masonry,meridian_civic_debris,standing_masonry_a,15,29,0,0,-528,48,41,60,floor_contact,authored_solid_small_rect,architectural_module
station_ix,threshold_standing_b,215,standing_masonry_b,standing_masonry,meridian_civic_debris,standing_masonry_b,51,31,0,0,624,112,46,61,floor_contact,authored_solid_small_rect,architectural_module
station_ix,threshold_paired_blocks,216,paired_masonry_blocks,paired_masonry,meridian_civic_debris,paired_masonry_blocks,32,30,0,0,16,80,139,73,floor_contact,optional_authored_solid,debris
station_ix,threshold_pipe_rubble,217,rubble_pipe_cluster,rubble_pipe,meridian_civic_debris,rubble_pipe_cluster,23,30,0,0,-272,80,97,55,floor_contact,optional_authored_solid,debris
station_ix,threshold_metal_debris,218,metal_debris_cluster,metal_debris,meridian_civic_debris,metal_debris_cluster,40,30,0,0,272,80,76,43,floor_contact,none,debris
station_ix,threshold_timber_a,221,timber_debris_a,timber_debris,meridian_civic_debris,timber_debris_a,27,30,0,0,-144,80,73,62,floor_contact,optional_authored_solid,debris
station_ix,threshold_timber_b,222,timber_debris_b,timber_debris,meridian_civic_debris,timber_debris_b,36,30,0,0,144,80,68,70,floor_contact,optional_authored_solid,debris
station_ix,threshold_rebar,223,rebar_rubble_pile,rebar_rubble,meridian_civic_debris,rebar_rubble_pile,29,31,0,0,-80,112,88,60,floor_contact,optional_authored_solid,debris
station_ix,threshold_wall_rubble,224,wall_rubble_fragment,wall_rubble,meridian_civic_debris,wall_rubble_fragment,38,31,0,0,208,112,73,60,floor_contact,optional_authored_solid,debris
station_ix,threshold_micro_stone,205,micro_stone_c,micro_stone,meridian_civic_debris,micro_stone_c,25,30,0,0,-208,80,29,31,floor_center,none,micro_debris
station_ix,threshold_micro_debris,219,micro_debris_d,micro_debris_2,meridian_civic_debris,micro_debris_d,42,30,0,0,336,80,12,13,floor_center,none,micro_debris
